State,Year,Month,Region,TotalHiredSeasonal,Mexican,HiredWorkers,Local,Intrastate,Interstate,TotalForeign
KY,1957,10.0,6.0,1750.0,275.0,363000.0,1475.0,0.0,0.0,275.0
KY,1967,10.0,6.0,19368.0,,201000.0,19318.0,0.0,50.0,0.0
KY,1957,12.0,,,,,,,,
KY,1972,7.0,6.0,,,151000.0,12444.0,0.0,0.0,
KY,1946,10.0,6.0,,,301000.0,,,,
KY,1970,9.0,6.0,24836.0,,,24436.0,370.0,30.0,0.0
KY,1949,4.0,6.0,,,321000.0,,,,
KY,1970,2.0,,,,,,,,
KY,1945,9.0,6.0,,,,,,,1507.0
KY,1958,2.0,,,,,,,,
KY,1959,8.0,6.0,12825.0,0.0,,11825.0,800.0,200.0,0.0
KY,1942,1.0,6.0,,,149000.0,,,,
KY,1955,5.0,6.0,14800.0,0.0,,14050.0,200.0,250.0,0.0
KY,1959,9.0,6.0,30979.0,308.0,,27221.0,2682.0,768.0,308.0
KY,1966,4.0,6.0,,,113000.0,,,,
KY,1945,4.0,6.0,,,160000.0,,,,
KY,1969,8.0,6.0,,,,13134.0,380.0,20.0,
KY,1942,10.0,6.0,,,447000.0,,,,
KY,1962,10.0,6.0,,,387000.0,,,,
KY,1973,12.0,,,,,,,,
KY,1953,9.0,6.0,11550.0,74.0,,11476.0,0.0,0.0,74.0
KY,1955,8.0,6.0,6600.0,0.0,,6600.0,0.0,0.0,0.0
KY,1964,3.0,6.0,,,,,,,
KY,1961,4.0,6.0,,,132000.0,,,,
KY,1961,8.0,6.0,8200.0,0.0,,8173.0,27.0,0.0,0.0
KY,1949,1.0,6.0,,,107000.0,,,,
KY,1945,3.0,6.0,,,,,,,
KY,1954,1.0,6.0,,,102000.0,,,,
KY,1969,12.0,6.0,,,,,,,
KY,1954,7.0,6.0,7400.0,0.0,273000.0,7400.0,0.0,0.0,0.0
KY,1963,4.0,6.0,,,135000.0,,,,
KY,1972,1.0,6.0,,,45000.0,,,,
KY,1943,10.0,6.0,,,389000.0,,,,
KY,1956,6.0,6.0,15550.0,0.0,,15400.0,0.0,0.0,0.0
KY,1953,1.0,6.0,,,99000.0,,,,
KY,1973,5.0,6.0,,,,7048.0,150.0,50.0,
KY,1955,9.0,6.0,15000.0,0.0,,14650.0,350.0,0.0,0.0
KY,1967,8.0,6.0,17401.0,,,16401.0,1000.0,0.0,0.0
KY,1963,10.0,6.0,,,410000.0,,,,
KY,1958,8.0,6.0,14700.0,0.0,,14630.0,0.0,70.0,0.0
KY,1944,2.0,6.0,,,,,,,
KY,1966,6.0,6.0,27072.0,0.0,,26260.0,205.0,607.0,0.0
KY,1943,1.0,6.0,,,163000.0,,,,
KY,1974,1.0,6.0,,,38000.0,,,,
KY,1944,10.0,6.0,,,391000.0,,,,
KY,1946,1.0,6.0,,,133000.0,,,,
KY,1969,4.0,6.0,,,80000.0,,,,
KY,1973,9.0,,,,,,,,
KY,1942,7.0,6.0,,,309000.0,,,,
KY,1974,7.0,6.0,,,,,,,
KY,1956,1.0,6.0,,,118000.0,,,,
KY,1957,11.0,6.0,1450.0,274.0,,1176.0,0.0,0.0,274.0
KY,1959,6.0,6.0,17083.0,80.0,,16988.0,15.0,0.0,80.0
KY,1955,1.0,6.0,,,96000.0,,,,
KY,1956,5.0,6.0,15983.0,0.0,,14843.0,200.0,865.0,0.0
KY,1967,6.0,6.0,28852.0,,,28686.0,100.0,66.0,0.0
KY,1967,2.0,6.0,,,,,,,
KY,1949,10.0,6.0,,,584000.0,,,,
KY,1960,8.0,6.0,9895.0,0.0,,9895.0,0.0,0.0,0.0
KY,1966,11.0,6.0,,,,,,,
KY,1973,7.0,6.0,,,156000.0,15239.0,0.0,0.0,
KY,1954,8.0,6.0,6450.0,0.0,,6350.0,0.0,0.0,0.0
KY,1947,3.0,6.0,,,,,,,
KY,1968,8.0,6.0,,,,11787.0,156.0,0.0,
KY,1959,4.0,6.0,,,137000.0,,,,
KY,1964,5.0,6.0,21737.0,0.0,,20990.0,100.0,647.0,0.0
KY,1957,9.0,6.0,17250.0,17.0,,17133.0,100.0,0.0,17.0
KY,1960,10.0,6.0,1900.0,179.0,425000.0,1721.0,0.0,0.0,179.0
KY,1964,12.0,6.0,,,,,,,
KY,1944,11.0,6.0,,,,,,,
KY,1950,7.0,6.0,,,372000.0,,,,
KY,1956,4.0,6.0,,,147000.0,,,,
KY,1961,12.0,,,,,,,,
KY,1944,6.0,6.0,,,,,,,
KY,1971,2.0,6.0,,,,,,,
KY,1948,1.0,6.0,,,132000.0,,,,
KY,1965,6.0,6.0,22760.0,0.0,,22585.0,125.0,50.0,0.0
KY,1947,6.0,6.0,,,,,,,
KY,1966,5.0,6.0,14531.0,0.0,,13996.0,170.0,365.0,0.0
KY,1974,4.0,6.0,,,,,,,
KY,1943,9.0,6.0,,,,,,,
KY,1965,4.0,6.0,,,104000.0,,,,
KY,1972,2.0,6.0,,,,,,,
KY,1948,4.0,6.0,,,170000.0,,,,
KY,1961,11.0,6.0,500.0,0.0,,500.0,0.0,0.0,0.0
KY,1971,7.0,6.0,,,154000.0,9841.0,300.0,0.0,
KY,1972,11.0,6.0,14096.0,,,14046.0,50.0,0.0,0.0
KY,1967,11.0,,,,,,,,
KY,1962,6.0,6.0,14301.0,0.0,,11221.0,30.0,50.0,0.0
KY,1945,7.0,6.0,,,215000.0,,,,918.0
KY,1944,7.0,6.0,,,234000.0,,,,
KY,1959,2.0,,,,,,,,
KY,1958,11.0,6.0,1700.0,96.0,,1504.0,100.0,0.0,96.0
KY,1970,11.0,6.0,15676.0,,,15376.0,250.0,50.0,0.0
KY,1959,11.0,6.0,1600.0,25.0,,1575.0,0.0,0.0,25.0
KY,1967,1.0,6.0,,,68000.0,,,,
KY,1968,12.0,6.0,,,,,,,
KY,1959,12.0,6.0,,,,,,,
KY,1968,1.0,6.0,,,57000.0,,,,
KY,1961,10.0,6.0,1000.0,0.0,405000.0,1000.0,0.0,0.0,0.0
KY,1965,12.0,6.0,,,,,,,
KY,1962,5.0,6.0,9011.0,0.0,,8207.0,40.0,764.0,0.0
KY,1945,8.0,6.0,,,,,,,2619.0
KY,1963,7.0,6.0,9699.0,0.0,251000.0,9499.0,25.0,175.0,0.0
KY,1973,8.0,,,,,,,,
KY,1961,9.0,6.0,32542.0,0.0,,30150.0,1785.0,587.0,0.0
KY,1958,9.0,6.0,26500.0,0.0,,25425.0,525.0,350.0,0.0
KY,1960,1.0,6.0,,,52000.0,,,,
KY,1969,7.0,6.0,,,130000.0,9941.0,200.0,400.0,
KY,1944,9.0,6.0,,,,,,,
KY,1956,11.0,6.0,,,,,,,
KY,1964,1.0,6.0,,,63000.0,,,,
KY,1955,6.0,6.0,7800.0,0.0,,7775.0,0.0,25.0,0.0
KY,1962,7.0,6.0,11089.0,0.0,222000.0,10774.0,15.0,300.0,0.0
KY,1963,5.0,6.0,12219.0,0.0,,10970.0,55.0,1194.0,0.0
KY,1965,3.0,6.0,,,,,,,
KY,1971,1.0,6.0,,,36000.0,,,,
KY,1947,1.0,6.0,,,152000.0,,,,
KY,1959,7.0,6.0,10557.0,49.0,236000.0,10222.0,200.0,86.0,49.0
KY,1965,9.0,6.0,19194.0,0.0,,18794.0,350.0,50.0,0.0
KY,1971,3.0,6.0,,,,,,,
KY,1972,9.0,6.0,37125.0,,,36690.0,370.0,65.0,0.0
KY,1963,8.0,6.0,10673.0,0.0,,10498.0,100.0,75.0,0.0
KY,1954,10.0,6.0,,,461000.0,,,,
KY,1968,7.0,6.0,,,181000.0,13451.0,0.0,150.0,
KY,1970,3.0,,,,,,,,
KY,1958,10.0,6.0,1900.0,96.0,371000.0,1704.0,100.0,0.0,96.0
KY,1946,3.0,6.0,,,,,,,
KY,1963,1.0,6.0,,,72000.0,,,,
KY,1954,11.0,6.0,,,,,,,
KY,1971,4.0,6.0,,,83000.0,,,,
KY,1969,1.0,6.0,,,46000.0,,,,
KY,1944,3.0,6.0,,,,,,,
KY,1973,11.0,,,,,,,,
KY,1963,3.0,6.0,,,,,,,
KY,1966,3.0,6.0,,,,,,,
KY,1944,5.0,6.0,,,,,,,
KY,1970,5.0,6.0,5751.0,,,5181.0,0.0,570.0,0.0
KY,1972,4.0,6.0,,,81000.0,,,,
KY,1957,6.0,6.0,9600.0,93.0,,9497.0,10.0,0.0,93.0
KY,1960,7.0,6.0,10425.0,90.0,237000.0,10188.0,25.0,122.0,90.0
KY,1966,10.0,6.0,,,258000.0,,,,
KY,1966,8.0,6.0,10922.0,0.0,,10622.0,200.0,100.0,0.0
KY,1964,2.0,6.0,,,,,,,
KY,1966,1.0,6.0,,,61000.0,,,,
KY,1962,4.0,6.0,,,127000.0,,,,
KY,1956,8.0,6.0,9800.0,0.0,,9600.0,100.0,100.0,0.0
KY,1948,10.0,6.0,,,342000.0,,,,
KY,1955,4.0,6.0,,,152000.0,,,,
KY,1956,10.0,6.0,1550.0,277.0,459000.0,1258.0,0.0,15.0,277.0
KY,1963,11.0,6.0,,,,,,,
KY,1946,2.0,6.0,,,,,,,
KY,1968,11.0,6.0,12877.0,,,12877.0,0.0,0.0,0.0
KY,1968,5.0,6.0,,,,7996.0,200.0,362.0,
KY,1964,7.0,6.0,15934.0,0.0,274000.0,15834.0,50.0,50.0,0.0
KY,1965,7.0,6.0,16052.0,0.0,245000.0,15902.0,100.0,50.0,0.0
KY,1943,4.0,6.0,,,217000.0,,,,
KY,1967,7.0,6.0,13432.0,,189000.0,13432.0,0.0,0.0,0.0
KY,1958,4.0,6.0,,,131000.0,,,,
KY,1973,2.0,6.0,,,,,,,
KY,1964,11.0,6.0,,,,,,,
KY,1968,3.0,6.0,,,,,,,
KY,1959,10.0,6.0,2000.0,351.0,418000.0,1549.0,100.0,0.0,351.0
KY,1946,7.0,6.0,,,214000.0,,,,
KY,1957,7.0,6.0,9950.0,53.0,262000.0,9897.0,0.0,0.0,53.0
KY,1964,6.0,6.0,18295.0,0.0,,18145.0,100.0,50.0,0.0
KY,1973,6.0,6.0,,,,16209.0,250.0,100.0,
KY,1959,5.0,,,,,,,,
KY,1950,4.0,6.0,,,318000.0,,,,
KY,1968,2.0,6.0,,,,,,,
KY,1967,9.0,6.0,24156.0,,,24156.0,0.0,50.0,0.0
KY,1970,4.0,6.0,,,77000.0,,,,
KY,1945,2.0,6.0,,,,,,,
KY,1946,11.0,6.0,,,,,,,
KY,1971,9.0,6.0,24563.0,,,24313.0,170.0,80.0,0.0
KY,1973,4.0,6.0,,,78000.0,,,,
KY,1943,6.0,6.0,,,,,,,
KY,1962,9.0,6.0,13705.0,0.0,,13530.0,75.0,100.0,0.0
KY,1947,2.0,6.0,,,,,,,
KY,1955,7.0,6.0,5800.0,0.0,265000.0,5800.0,0.0,0.0,0.0
KY,1946,9.0,6.0,,,,,,,
KY,1951,10.0,6.0,,,824000.0,,,,
KY,1945,11.0,6.0,,,,,,,185.0
KY,1971,6.0,6.0,,,,14586.0,100.0,175.0,
KY,1972,8.0,6.0,,,,14056.0,125.0,0.0,
KY,1963,9.0,6.0,22012.0,0.0,,21667.0,295.0,50.0,0.0
KY,1968,6.0,6.0,,,,24250.0,150.0,80.0,
KY,1942,4.0,6.0,,,225000.0,,,,
KY,1952,1.0,6.0,,,87000.0,,,,
KY,1957,5.0,6.0,33075.0,0.0,,31127.0,225.0,1348.0,0.0
KY,1960,2.0,,,,,,,,
KY,1959,1.0,6.0,,,63000.0,,,,
KY,1964,10.0,6.0,,,295000.0,,,,
KY,1962,2.0,,,,,,,,
KY,1969,3.0,6.0,,,,,,,
KY,1967,4.0,6.0,,,116000.0,,,,
KY,1953,6.0,6.0,,,,,,,
KY,1969,10.0,6.0,16193.0,,171000.0,15968.0,225.0,0.0,0.0
KY,1946,6.0,6.0,,,,,,,
KY,1958,7.0,6.0,14475.0,0.0,259000.0,14475.0,0.0,0.0,0.0
KY,1952,10.0,6.0,,,833000.0,,,,
KY,1965,2.0,6.0,,,,,,,
KY,1974,10.0,6.0,,,,,,,
KY,1961,2.0,,,,,,,,
KY,1971,8.0,6.0,10382.0,,,10182.0,200.0,0.0,0.0
KY,1961,6.0,6.0,26184.0,57.0,,25924.0,188.0,15.0,57.0
KY,1954,6.0,6.0,8000.0,0.0,,7875.0,0.0,0.0,0.0
KY,1965,1.0,6.0,,,64000.0,,,,
KY,1943,11.0,6.0,,,,,,,
KY,1971,5.0,6.0,,,,,,,
KY,1944,12.0,6.0,,,,,,,
KY,1948,7.0,6.0,,,196000.0,,,,
KY,1961,7.0,6.0,12465.0,57.0,239000.0,12263.0,0.0,145.0,57.0
KY,1961,3.0,,,,,,,,
KY,1962,3.0,,,,,,,,
KY,1953,10.0,6.0,,,454000.0,,,,
KY,1945,12.0,6.0,,,,,,,
KY,1965,8.0,6.0,16289.0,0.0,,16039.0,150.0,100.0,0.0
KY,1965,10.0,6.0,,,251000.0,,,,
KY,1960,3.0,,,,,,,,
KY,1966,7.0,6.0,17491.0,0.0,253000.0,17291.0,150.0,50.0,0.0
KY,1960,5.0,6.0,6258.0,0.0,,6233.0,25.0,0.0,0.0
KY,1945,10.0,6.0,,,291000.0,,,,420.0
KY,1973,1.0,6.0,,,34000.0,,,,
KY,1972,5.0,6.0,,,,5940.0,75.0,475.0,
KY,1947,8.0,6.0,,,,,,,
KY,1972,12.0,6.0,,,,,,,
KY,1956,9.0,6.0,16600.0,110.0,,16245.0,245.0,0.0,110.0
KY,1965,5.0,6.0,22854.0,0.0,,21944.0,105.0,805.0,0.0
KY,1967,5.0,6.0,10765.0,,,9708.0,125.0,932.0,0.0
KY,1951,7.0,6.0,,,389000.0,,,,
KY,1951,4.0,6.0,,,298000.0,,,,
KY,1964,8.0,6.0,13226.0,0.0,,13126.0,100.0,0.0,0.0
KY,1963,6.0,6.0,14440.0,0.0,,14315.0,50.0,75.0,0.0
KY,1952,4.0,6.0,,,298000.0,,,,
KY,1964,9.0,6.0,25275.0,0.0,,24800.0,400.0,75.0,0.0
KY,1947,12.0,6.0,,,,,,,
KY,1968,4.0,6.0,,,91000.0,,,,
KY,1970,10.0,6.0,15173.0,,178000.0,14923.0,200.0,50.0,0.0
KY,1969,2.0,6.0,,,,,,,
KY,1946,4.0,6.0,,,161000.0,,,,
LA,1951,10.0,7.0,,,658000.0,,,,
LA,1968,3.0,7.0,400.0,,,400.0,0.0,0.0,0.0
LA,1961,2.0,,,,,,,,
LA,1945,8.0,7.0,,,,,,,4031.0
LA,1972,5.0,7.0,,,,2025.0,150.0,50.0,
LA,1971,8.0,7.0,1875.0,,,1875.0,0.0,0.0,0.0
LA,1963,4.0,7.0,4450.0,0.0,207000.0,3130.0,420.0,900.0,0.0
LA,1970,10.0,7.0,6850.0,,278000.0,6520.0,280.0,50.0,0.0
LA,1954,11.0,7.0,27882.0,0.0,,19548.0,529.0,475.0,0.0
LA,1949,10.0,7.0,,,833000.0,,,,
LA,1970,3.0,,,,,,,,
LA,1962,1.0,7.0,,,137000.0,,,,
LA,1961,10.0,7.0,31050.0,0.0,686000.0,30700.0,150.0,200.0,0.0
LA,1971,12.0,7.0,4100.0,,,3975.0,75.0,50.0,0.0
LA,1961,12.0,,,,,,,,
LA,1950,4.0,7.0,,,257000.0,,,,
LA,1970,6.0,7.0,5350.0,,,5350.0,0.0,0.0,0.0
LA,1955,6.0,7.0,16745.0,0.0,,16745.0,0.0,0.0,0.0
LA,1970,11.0,7.0,6900.0,,,6733.0,127.0,40.0,0.0
LA,1948,1.0,7.0,,,254000.0,,,,
LA,1973,12.0,,,,,,,,
LA,1944,10.0,7.0,,,516000.0,,,,
LA,1965,11.0,7.0,12350.0,0.0,,10815.0,1085.0,450.0,0.0
LA,1945,11.0,7.0,,,,,,,7803.0
LA,1972,8.0,7.0,,,,2275.0,0.0,100.0,
LA,1965,8.0,7.0,4700.0,0.0,,4700.0,0.0,0.0,0.0
LA,1973,6.0,7.0,,,,2700.0,0.0,0.0,
LA,1954,5.0,7.0,10385.0,0.0,,10160.0,0.0,25.0,0.0
LA,1958,6.0,7.0,14000.0,0.0,,13300.0,0.0,0.0,0.0
LA,1960,2.0,,,,,,,,
LA,1975,1.0,7.0,,,,,,,
LA,1954,7.0,7.0,2145.0,0.0,370000.0,2145.0,0.0,0.0,0.0
LA,1958,11.0,7.0,27800.0,0.0,,17400.0,0.0,0.0,0.0
LA,1946,5.0,7.0,,,,,,,
LA,1945,9.0,7.0,,,,,,,6370.0
LA,1967,4.0,7.0,5050.0,,155000.0,2500.0,500.0,2050.0,0.0
LA,1960,3.0,,,,,,,,
LA,1946,12.0,7.0,,,,,,,468.0
LA,1962,8.0,7.0,9050.0,0.0,,9000.0,50.0,0.0,0.0
LA,1956,1.0,7.0,,,124000.0,,,,
LA,1944,3.0,7.0,,,,,,,
LA,1958,9.0,7.0,24800.0,0.0,,16400.0,0.0,0.0,0.0
LA,1965,12.0,7.0,8525.0,0.0,,7131.0,980.0,414.0,0.0
LA,1953,7.0,7.0,,42.0,351000.0,6058.0,,,
LA,1962,11.0,7.0,8800.0,0.0,,7970.0,300.0,530.0,0.0
LA,1956,9.0,7.0,31567.0,0.0,,29553.0,0.0,150.0,0.0
LA,1960,1.0,7.0,,,121000.0,,,,
LA,1950,7.0,7.0,,,395000.0,,,,
LA,1971,1.0,7.0,875.0,,69000.0,875.0,0.0,0.0,0.0
LA,1973,11.0,,,,,,,,
LA,1969,4.0,7.0,,,126000.0,650.0,300.0,325.0,
LA,1953,1.0,7.0,,0.0,69000.0,1200.0,,,
LA,1958,7.0,7.0,12000.0,0.0,330000.0,10700.0,0.0,0.0,0.0
LA,1952,8.0,7.0,,,,,,,324.0
LA,1957,6.0,7.0,21450.0,0.0,,21320.0,0.0,20.0,0.0
LA,1966,8.0,7.0,3800.0,0.0,,3800.0,0.0,0.0,0.0
LA,1961,8.0,7.0,7750.0,0.0,,7750.0,0.0,0.0,0.0
LA,1953,9.0,7.0,25630.0,304.0,,21671.0,300.0,125.0,304.0
LA,1945,12.0,7.0,,,,,,,6932.0
LA,1944,7.0,7.0,,,500000.0,,,,
LA,1968,9.0,7.0,,,,4225.0,300.0,125.0,
LA,1943,1.0,7.0,,,301000.0,,,,
LA,1970,1.0,7.0,,,90000.0,,,,
LA,1967,12.0,,,,,,,,
LA,1947,6.0,7.0,,,,,,,98.0
LA,1945,3.0,7.0,,,,,,,
LA,1968,1.0,7.0,975.0,,76000.0,975.0,0.0,0.0,0.0
LA,1955,10.0,7.0,29340.0,0.0,533000.0,27340.0,0.0,75.0,0.0
LA,1971,10.0,7.0,7800.0,,230000.0,7477.0,238.0,85.0,0.0
LA,1957,9.0,7.0,18400.0,0.0,,16150.0,50.0,0.0,0.0
LA,1967,6.0,7.0,6950.0,,,6950.0,0.0,0.0,0.0
LA,1971,5.0,7.0,,,,1675.0,75.0,150.0,
LA,1972,2.0,7.0,1050.0,,,1050.0,0.0,0.0,0.0
LA,1953,10.0,7.0,,471.0,581000.0,29823.0,,,
LA,1951,4.0,7.0,,,234000.0,,,,
LA,1954,1.0,7.0,,,108000.0,,,,
LA,1953,4.0,7.0,6950.0,0.0,236000.0,5440.0,900.0,600.0,
LA,1956,7.0,7.0,3655.0,0.0,360000.0,2966.0,0.0,0.0,0.0
LA,1967,1.0,7.0,1925.0,,94000.0,1875.0,25.0,25.0,0.0
LA,1965,3.0,7.0,1675.0,0.0,,1675.0,0.0,0.0,0.0
LA,1957,7.0,7.0,4180.0,0.0,351000.0,4030.0,0.0,0.0,0.0
LA,1973,2.0,7.0,1025.0,,,1025.0,0.0,0.0,0.0
LA,1959,1.0,7.0,,,141000.0,,,,
LA,1945,6.0,7.0,,,,,,,4617.0
LA,1971,7.0,7.0,,,232000.0,5150.0,0.0,0.0,
LA,1943,5.0,7.0,,,,,,,
LA,1957,10.0,7.0,31400.0,0.0,490000.0,26750.0,150.0,150.0,0.0
LA,1952,6.0,7.0,,,,,,,856.0
LA,1952,1.0,7.0,,,81000.0,,,,
LA,1946,1.0,7.0,,,211000.0,,,,
LA,1943,6.0,7.0,,,,,,,
LA,1964,6.0,7.0,16900.0,0.0,,16900.0,0.0,0.0,0.0
LA,1971,2.0,7.0,875.0,,,875.0,0.0,0.0,0.0
LA,1964,2.0,7.0,1450.0,0.0,,1450.0,0.0,0.0,0.0
LA,1952,10.0,7.0,,,685000.0,,,,
LA,1943,9.0,7.0,,,,,,,
LA,1962,2.0,,,,,,,,
LA,1961,4.0,7.0,,,239000.0,,,,
LA,1955,4.0,7.0,6240.0,0.0,168000.0,3540.0,1200.0,1500.0,0.0
LA,1949,7.0,7.0,,,448000.0,,,,
LA,1942,10.0,7.0,,,633000.0,,,,
LA,1969,11.0,7.0,4350.0,,,4175.0,125.0,50.0,0.0
LA,1948,4.0,7.0,,,284000.0,,,,
LA,1967,11.0,,,,,,,,
LA,1955,9.0,7.0,25940.0,0.0,,24990.0,0.0,10.0,0.0
LA,1944,5.0,7.0,,,,,,,
LA,1963,6.0,7.0,13925.0,0.0,,13925.0,0.0,0.0,0.0
LA,1971,4.0,7.0,,,138000.0,1325.0,150.0,300.0,
LA,1946,11.0,7.0,,,,,,,1118.0
LA,1960,10.0,7.0,29900.0,0.0,662000.0,29600.0,150.0,150.0,0.0
LA,1952,7.0,7.0,,,384000.0,,,,326.0
LA,1962,10.0,7.0,22075.0,0.0,660000.0,21470.0,280.0,325.0,0.0
LA,1974,7.0,7.0,,,,,,,
LA,1971,11.0,7.0,7150.0,,,6825.0,200.0,125.0,0.0
LA,1966,4.0,7.0,7675.0,0.0,165000.0,4625.0,1300.0,1750.0,0.0
LA,1957,1.0,7.0,,,116000.0,,,,
LA,1947,8.0,7.0,,,,,,,
LA,1947,9.0,7.0,,,,,,,
LA,1969,6.0,7.0,4950.0,,,4925.0,0.0,25.0,0.0
LA,1962,4.0,7.0,,,242000.0,,,,
LA,1944,9.0,7.0,,,,,,,
LA,1955,11.0,7.0,23205.0,0.0,,15830.0,525.0,365.0,0.0
LA,1965,4.0,7.0,8950.0,0.0,159000.0,5355.0,1595.0,2000.0,0.0
LA,1947,4.0,7.0,,,276000.0,,,,154.0
LA,1960,9.0,7.0,24100.0,0.0,,24005.0,40.0,55.0,0.0
LA,1963,1.0,7.0,1875.0,0.0,128000.0,1785.0,15.0,75.0,0.0
LA,1959,9.0,7.0,21375.0,0.0,,21300.0,25.0,50.0,0.0
LA,1946,8.0,7.0,,,,,,,
LA,1963,12.0,7.0,8775.0,0.0,,7025.0,900.0,850.0,0.0
LA,1945,1.0,7.0,,,217000.0,,,,
LA,1947,12.0,7.0,,,,,,,281.0
LA,1945,2.0,7.0,,,,,,,
LA,1945,7.0,7.0,,,438000.0,,,,3979.0
LA,1958,12.0,7.0,3300.0,0.0,,2600.0,100.0,600.0,0.0
LA,1944,6.0,7.0,,,,,,,
LA,1973,4.0,7.0,1750.0,,152000.0,1750.0,0.0,0.0,0.0
LA,1944,2.0,7.0,,,,,,,
LA,1947,5.0,7.0,,,,,,,125.0
LA,1969,8.0,7.0,,,,2450.0,0.0,0.0,
LA,1950,10.0,7.0,,,751000.0,,,,
LA,1974,1.0,7.0,,,88000.0,,,,
LA,1965,1.0,7.0,3175.0,0.0,103000.0,2772.0,230.0,35.0,138.0
LA,1949,1.0,7.0,,,99000.0,,,,
LA,1957,11.0,7.0,23850.0,0.0,,16935.0,470.0,445.0,0.0
LA,1963,3.0,7.0,800.0,0.0,,800.0,0.0,0.0,0.0
LA,1945,10.0,7.0,,,442000.0,,,,8237.0
LA,1955,7.0,7.0,2945.0,0.0,347000.0,2850.0,0.0,0.0,0.0
LA,1942,4.0,7.0,,,359000.0,,,,
LA,1962,9.0,7.0,25650.0,0.0,,25313.0,212.0,125.0,0.0
LA,1946,7.0,7.0,,,492000.0,,,,
LA,1970,9.0,7.0,3515.0,,,3185.0,305.0,25.0,0.0
LA,1954,8.0,7.0,5105.0,0.0,,3555.0,0.0,0.0,0.0
LA,1944,11.0,7.0,,,,,,,
LA,1957,8.0,7.0,3300.0,0.0,,2300.0,0.0,0.0,0.0
LA,1963,2.0,7.0,1500.0,0.0,,1500.0,0.0,0.0,0.0
LA,1964,1.0,7.0,2900.0,0.0,98000.0,2350.0,275.0,275.0,0.0
LA,1955,5.0,7.0,17815.0,0.0,,14105.0,1590.0,1970.0,0.0
LA,1946,3.0,7.0,,,,,,,
LA,1967,2.0,7.0,950.0,,,950.0,0.0,0.0,0.0
LA,1958,2.0,,,,,,,,
LA,1952,5.0,7.0,,,,,,,630.0
LA,1963,5.0,7.0,14800.0,0.0,,13600.0,700.0,500.0,0.0
LA,1960,8.0,7.0,2900.0,0.0,,2900.0,0.0,0.0,0.0
LA,1969,5.0,7.0,3075.0,,,2250.0,500.0,325.0,0.0
LA,1953,6.0,7.0,17465.0,525.0,,16930.0,0.0,0.0,
LA,1963,10.0,7.0,24600.0,0.0,561000.0,23805.0,295.0,500.0,0.0
LA,1947,1.0,7.0,,,270000.0,,,,209.0
LA,1953,11.0,7.0,30485.0,205.0,,25260.0,1475.0,475.0,205.0
LA,1954,10.0,7.0,27680.0,0.0,534000.0,23497.0,135.0,260.0,0.0
LA,1942,7.0,7.0,,,603000.0,,,,
LA,1972,9.0,7.0,3025.0,,,2825.0,100.0,100.0,0.0
LA,1960,12.0,,,,,,,,
LA,1954,6.0,7.0,12330.0,0.0,,12200.0,0.0,25.0,0.0
LA,1946,6.0,7.0,,,,,,,
LA,1961,11.0,7.0,26250.0,0.0,,25360.0,305.0,585.0,0.0
LA,1947,3.0,7.0,,,,,,,158.0
LA,1965,5.0,7.0,8310.0,0.0,,6695.0,1565.0,50.0,0.0
LA,1960,5.0,7.0,15000.0,0.0,,10900.0,2600.0,1500.0,0.0
LA,1971,9.0,7.0,1625.0,,,1625.0,0.0,0.0,0.0
LA,1958,1.0,7.0,,,124000.0,,,,
LA,1968,6.0,7.0,,,,5050.0,0.0,0.0,
LA,1963,8.0,7.0,7425.0,0.0,,7425.0,0.0,0.0,0.0
LA,1968,5.0,7.0,,,,3675.0,400.0,300.0,
LA,1956,4.0,7.0,8454.0,0.0,175000.0,4090.0,1250.0,3114.0,0.0
LA,1960,6.0,7.0,17000.0,0.0,,17000.0,0.0,0.0,0.0
LA,1965,2.0,7.0,1575.0,0.0,,1575.0,0.0,0.0,0.0
LA,1963,9.0,7.0,23550.0,0.0,,23225.0,75.0,250.0,0.0
LA,1973,3.0,7.0,1100.0,,,1100.0,0.0,0.0,0.0
LA,1959,12.0,7.0,9300.0,0.0,,7768.0,350.0,1182.0,0.0
LA,1967,10.0,7.0,8675.0,,263000.0,8125.0,375.0,175.0,0.0
LA,1961,9.0,7.0,8225.0,0.0,,8100.0,75.0,50.0,0.0
LA,1967,7.0,7.0,5600.0,,261000.0,5600.0,0.0,0.0,0.0
LA,1951,1.0,7.0,,,84000.0,,,,
LA,1964,4.0,7.0,9500.0,0.0,183000.0,5385.0,1615.0,2500.0,0.0
LA,1967,5.0,7.0,4525.0,,,4200.0,325.0,0.0,0.0
LA,1953,8.0,7.0,11354.0,23.0,,8606.0,50.0,25.0,23.0
LA,1972,12.0,7.0,2625.0,,,2525.0,0.0,100.0,0.0
LA,1951,7.0,7.0,,,370000.0,,,,
LA,1943,8.0,7.0,,,,,,,
LA,1943,12.0,7.0,,,,,,,
LA,1968,7.0,7.0,,,231000.0,4650.0,0.0,0.0,
LA,1957,4.0,7.0,8025.0,0.0,178000.0,5175.0,1100.0,1650.0,0.0
LA,1969,9.0,7.0,4575.0,,,4275.0,200.0,100.0,0.0
LA,1964,5.0,7.0,11425.0,0.0,,9890.0,855.0,680.0,0.0
LA,1966,7.0,7.0,7625.0,0.0,309000.0,7175.0,200.0,250.0,0.0
LA,1953,3.0,7.0,,0.0,,2525.0,,,
