State,Year,Month,Region,TotalHiredSeasonal,Mexican,HiredWorkers,Local,Intrastate,Interstate,TotalForeign
OH,1945,9.0,3.0,,177.0,,,,,2631.0
OH,1962,3.0,,,,,,,,
OH,1955,5.0,3.0,6901.0,0.0,,5429.0,40.0,1106.0,0.0
OH,1966,4.0,3.0,,,91000.0,,,,
OH,1963,8.0,3.0,23582.0,0.0,,15571.0,445.0,7566.0,0.0
OH,1948,10.0,3.0,,,284000.0,,,,
OH,1962,6.0,3.0,24052.0,0.0,,19136.0,389.0,4527.0,0.0
OH,1961,12.0,,,,,,,,
OH,1954,10.0,3.0,11425.0,0.0,280000.0,8934.0,100.0,1632.0,64.0
OH,1971,6.0,3.0,,,,16049.0,251.0,3963.0,
OH,1967,3.0,3.0,,,,,,,
OH,1973,11.0,,,,,,,,
OH,1964,11.0,3.0,,,,,,,
OH,1959,10.0,3.0,14767.0,0.0,254000.0,13373.0,425.0,704.0,30.0
OH,1969,5.0,3.0,13240.0,,,10827.0,165.0,2248.0,0.0
OH,1972,11.0,3.0,,,,,,,
OH,1961,5.0,3.0,11069.0,0.0,,10176.0,175.0,572.0,0.0
OH,1955,8.0,3.0,19359.0,0.0,,9009.0,165.0,6523.0,0.0
OH,1966,6.0,3.0,21288.0,0.0,,16795.0,360.0,4133.0,0.0
OH,1943,10.0,3.0,,,312000.0,,,,
OH,1951,7.0,3.0,,,320000.0,,,,
OH,1974,10.0,3.0,,,,,,,
OH,1955,7.0,3.0,16795.0,0.0,384000.0,12849.0,100.0,3269.0,0.0
OH,1967,10.0,3.0,20928.0,,146000.0,13721.0,483.0,6724.0,0.0
OH,1953,8.0,3.0,20085.0,0.0,,6815.0,229.0,7304.0,128.0
OH,1944,2.0,3.0,,,,,,,
OH,1945,8.0,3.0,,144.0,,,,,2438.0
OH,1965,8.0,3.0,32485.0,0.0,,17037.0,480.0,14968.0,0.0
OH,1966,8.0,3.0,25260.0,0.0,,15838.0,460.0,8962.0,0.0
OH,1965,5.0,3.0,17237.0,0.0,,15072.0,363.0,1802.0,0.0
OH,1960,4.0,3.0,,,118000.0,,,,
OH,1974,1.0,3.0,,,54000.0,,,,
OH,1969,9.0,3.0,28952.0,,,13846.0,284.0,14822.0,0.0
OH,1950,1.0,3.0,,,116000.0,,,,
OH,1973,1.0,3.0,,,53000.0,,,,
OH,1964,12.0,3.0,,,,,,,
OH,1960,5.0,3.0,11381.0,0.0,,10106.0,165.0,880.0,0.0
OH,1948,1.0,3.0,,,174000.0,,,,
OH,1968,9.0,3.0,,,,15523.0,443.0,18052.0,
OH,1944,1.0,3.0,,,185000.0,,,,
OH,1972,9.0,3.0,27787.0,,,13074.0,373.0,14340.0,0.0
OH,1957,4.0,3.0,,,144000.0,,,,
OH,1945,4.0,3.0,,,183000.0,,,,
OH,1972,6.0,3.0,,,,13732.0,235.0,3775.0,
OH,1955,4.0,3.0,,,144000.0,,,,
OH,1953,10.0,3.0,,,276000.0,,,,
OH,1959,9.0,3.0,24611.0,0.0,,15386.0,505.0,8522.0,0.0
OH,1958,7.0,3.0,19981.0,0.0,235000.0,14961.0,465.0,3830.0,0.0
OH,1969,8.0,3.0,,,,14652.0,264.0,8597.0,
OH,1966,9.0,3.0,31165.0,,,15413.0,436.0,15316.0,0.0
OH,1955,11.0,3.0,,,,,,,
OH,1974,4.0,3.0,,,,,,,
OH,1962,2.0,,,,,,,,
OH,1966,10.0,3.0,16885.0,,153000.0,13669.0,226.0,2990.0,0.0
OH,1969,12.0,3.0,,,,,,,
OK,1954,1.0,7.0,,,108000.0,,,,
OK,1944,11.0,7.0,,,,,,,
OK,1968,6.0,7.0,,,,12625.0,4340.0,8625.0,
OK,1966,4.0,7.0,5085.0,0.0,165000.0,4505.0,305.0,275.0,0.0
OK,1974,1.0,7.0,,,88000.0,,,,
OK,1952,10.0,7.0,,,685000.0,,,,
OK,1957,1.0,7.0,,,116000.0,,,,
OK,1970,1.0,7.0,,,90000.0,,,,
OK,1949,10.0,7.0,,,833000.0,,,,
OK,1943,10.0,7.0,,,574000.0,,,,
OK,1969,9.0,7.0,11235.0,,,9265.0,945.0,1025.0,0.0
OK,1957,8.0,7.0,6918.0,0.0,,5655.0,655.0,225.0,0.0
OK,1972,6.0,7.0,,,,7430.0,2900.0,2150.0,
OK,1969,4.0,7.0,,,126000.0,5800.0,255.0,170.0,
OK,1947,7.0,7.0,,,446000.0,,,,
OK,1971,4.0,7.0,,,138000.0,3955.0,200.0,0.0,
OK,1944,7.0,7.0,,,500000.0,,,,
OK,1944,12.0,7.0,,,,,,,
OK,1965,7.0,7.0,19865.0,0.0,349000.0,15975.0,2400.0,1490.0,0.0
OK,1960,5.0,7.0,9650.0,0.0,,9180.0,300.0,170.0,0.0
OK,1959,8.0,7.0,12685.0,0.0,,11190.0,950.0,545.0,0.0
OK,1953,8.0,7.0,6690.0,0.0,,5645.0,700.0,0.0,0.0
OK,1956,6.0,7.0,16182.0,0.0,,11858.0,1950.0,1485.0,0.0
OK,1959,1.0,7.0,,,141000.0,,,,
OK,1962,5.0,7.0,17595.0,0.0,,16760.0,260.0,575.0,0.0
OK,1953,9.0,7.0,15234.0,0.0,,12640.0,1775.0,120.0,0.0
OK,1968,9.0,7.0,,,,13815.0,1400.0,1010.0,
OK,1971,7.0,7.0,,,232000.0,10505.0,405.0,485.0,
OK,1970,8.0,7.0,,,,9630.0,495.0,410.0,
OK,1959,4.0,7.0,,,256000.0,,,,
OK,1942,10.0,7.0,,,633000.0,,,,
OK,1969,5.0,7.0,13890.0,,,12470.0,970.0,450.0,0.0
OK,1945,8.0,7.0,,,,,,,913.0
OK,1958,1.0,7.0,,,124000.0,,,,
OK,1971,8.0,7.0,11335.0,,,10675.0,405.0,255.0,0.0
OK,1960,8.0,7.0,14090.0,0.0,,10510.0,3065.0,515.0,0.0
OK,1964,10.0,7.0,18155.0,0.0,399000.0,12120.0,1950.0,4085.0,0.0
OK,1945,12.0,7.0,,,,,,,509.0
OK,1957,7.0,7.0,9543.0,0.0,351000.0,8095.0,590.0,460.0,0.0
OK,1951,7.0,7.0,,,370000.0,,,,
OK,1968,1.0,7.0,2255.0,,76000.0,2155.0,75.0,25.0,0.0
OK,1946,6.0,7.0,,,,,,,
OK,1964,9.0,7.0,12845.0,0.0,,11030.0,775.0,1040.0,0.0
OK,1958,10.0,7.0,28565.0,0.0,593000.0,16895.0,5380.0,5575.0,0.0
OK,1946,4.0,7.0,,,170000.0,,,,
OK,1973,8.0,,,,,,,,
OK,1963,12.0,7.0,5425.0,0.0,,4050.0,305.0,1070.0,0.0
OK,1963,1.0,7.0,1945.0,0.0,128000.0,1260.0,50.0,635.0,0.0
OK,1950,7.0,7.0,,,395000.0,,,,
OK,1969,1.0,7.0,5855.0,,90000.0,5505.0,300.0,50.0,0.0
OK,1958,6.0,7.0,16856.0,0.0,,10031.0,2860.0,3140.0,0.0
OK,1952,1.0,7.0,,,81000.0,,,,
OK,1969,12.0,7.0,7870.0,,,7045.0,600.0,225.0,0.0
OK,1968,2.0,7.0,835.0,,,735.0,75.0,25.0,0.0
OK,1960,9.0,7.0,18130.0,0.0,,13130.0,1980.0,3020.0,0.0
OK,1946,3.0,7.0,,,,,,,
OK,1958,8.0,7.0,11191.0,0.0,,8730.0,1065.0,855.0,0.0
OK,1956,1.0,7.0,,,124000.0,,,,
OK,1953,4.0,7.0,3334.0,0.0,236000.0,3334.0,0.0,0.0,
OK,1972,1.0,7.0,4125.0,,81000.0,4105.0,20.0,0.0,0.0
OK,1943,4.0,7.0,,,333000.0,,,,
OK,1944,8.0,7.0,,,,,,,
OK,1967,3.0,7.0,2445.0,,,2330.0,100.0,15.0,0.0
OK,1959,7.0,7.0,12427.0,0.0,394000.0,10297.0,920.0,1210.0,0.0
OK,1947,1.0,7.0,,,270000.0,,,,
OK,1954,6.0,7.0,19346.0,0.0,,14377.0,1550.0,1693.0,0.0
OK,1970,11.0,7.0,8020.0,,,7700.0,210.0,110.0,0.0
OK,1974,4.0,7.0,,,,,,,
OK,1949,1.0,7.0,,,99000.0,,,,
OK,1944,6.0,7.0,,,,,,,
OK,1970,9.0,7.0,10580.0,,,8630.0,790.0,1160.0,0.0
OK,1959,6.0,7.0,22280.0,0.0,,15630.0,2175.0,4475.0,0.0
OK,1953,1.0,7.0,,,69000.0,,,,
OK,1954,5.0,7.0,10689.0,0.0,,9360.0,200.0,0.0,0.0
OK,1975,1.0,7.0,,,,,,,
OK,1964,1.0,7.0,1425.0,0.0,98000.0,1100.0,75.0,250.0,0.0
OK,1961,4.0,7.0,,,239000.0,,,,
OK,1964,4.0,7.0,4580.0,0.0,183000.0,3985.0,115.0,480.0,0.0
OK,1964,6.0,7.0,28135.0,0.0,,19380.0,3460.0,5295.0,0.0
OK,1970,4.0,7.0,,,138000.0,4975.0,320.0,200.0,
OK,1961,5.0,7.0,10595.0,0.0,,10200.0,125.0,270.0,0.0
OK,1955,1.0,7.0,,,117000.0,,,,
OK,1943,12.0,7.0,,,,,,,
OK,1948,4.0,7.0,,,284000.0,,,,
OK,1962,6.0,7.0,30310.0,0.0,,20645.0,4700.0,4965.0,0.0
OK,1973,4.0,7.0,4455.0,,152000.0,3965.0,215.0,275.0,0.0
OK,1953,6.0,7.0,13098.0,0.0,,10168.0,1670.0,1260.0,
OK,1951,1.0,7.0,,,84000.0,,,,
OK,1959,5.0,,,,,,,,
OK,1972,5.0,7.0,,,,8165.0,795.0,400.0,
OK,1946,10.0,7.0,,,430000.0,,,,
OK,1948,7.0,7.0,,,454000.0,,,,
OK,1943,9.0,7.0,,,,,,,
OK,1963,3.0,7.0,,,,,,,
OK,1956,11.0,7.0,8852.0,0.0,,5041.0,1765.0,1680.0,0.0
OK,1967,9.0,7.0,13875.0,,,11748.0,1425.0,702.0,0.0
OK,1943,6.0,7.0,,,,,,,
OK,1956,9.0,7.0,12474.0,0.0,,9930.0,930.0,1190.0,0.0
OK,1963,8.0,7.0,13010.0,0.0,,9955.0,1585.0,1470.0,0.0
OK,1963,2.0,7.0,450.0,0.0,,425.0,20.0,5.0,0.0
OK,1953,11.0,7.0,17583.0,0.0,,13138.0,3450.0,450.0,0.0
OK,1957,6.0,7.0,8679.0,0.0,,6055.0,1325.0,1015.0,0.0
OK,1972,12.0,7.0,5145.0,,,4575.0,305.0,265.0,0.0
OK,1956,4.0,7.0,2546.0,0.0,175000.0,1920.0,0.0,0.0,0.0
OK,1945,6.0,7.0,,,,,,,689.0
OK,1958,3.0,,,,,,,,
OK,1961,3.0,,,,,,,,
OK,1955,8.0,7.0,7964.0,0.0,,6740.0,545.0,130.0,0.0
OK,1970,5.0,7.0,12880.0,,,11410.0,1070.0,400.0,0.0
OK,1949,4.0,7.0,,,269000.0,,,,
OK,1949,7.0,7.0,,,448000.0,,,,
OK,1960,1.0,7.0,,,121000.0,,,,
OK,1962,10.0,7.0,28440.0,0.0,660000.0,20150.0,6420.0,1870.0,0.0
OK,1957,10.0,7.0,14981.0,0.0,490000.0,9005.0,2475.0,2820.0,0.0
OK,1957,9.0,7.0,10078.0,0.0,,6540.0,1350.0,1575.0,0.0
OK,1958,4.0,7.0,,,168000.0,,,,
OK,1965,5.0,7.0,11775.0,0.0,,10780.0,850.0,145.0,0.0
OK,1962,8.0,7.0,18610.0,0.0,,15580.0,2615.0,415.0,0.0
OK,1963,11.0,7.0,13065.0,0.0,,8430.0,1015.0,3620.0,0.0
OK,1953,10.0,7.0,,,581000.0,,,,
OK,1961,9.0,7.0,15965.0,0.0,,10430.0,1800.0,3735.0,0.0
OK,1963,4.0,7.0,5735.0,0.0,207000.0,4977.0,210.0,548.0,0.0
OK,1947,6.0,7.0,,,,,,,
OK,1967,2.0,7.0,,,,,,,
OK,1964,2.0,7.0,675.0,0.0,,560.0,10.0,105.0,0.0
OK,1968,5.0,7.0,,,,10635.0,525.0,515.0,
OK,1955,5.0,7.0,3358.0,0.0,,2702.0,0.0,0.0,0.0
OK,1965,6.0,7.0,25660.0,0.0,,17585.0,3605.0,4470.0,0.0
OK,1954,10.0,7.0,13271.0,0.0,534000.0,10360.0,1575.0,575.0,0.0
OK,1967,12.0,,,,,,,,
OK,1963,6.0,7.0,21337.0,0.0,,17072.0,2275.0,1990.0,0.0
OK,1973,3.0,7.0,4905.0,,,4715.0,115.0,75.0,0.0
OK,1946,9.0,7.0,,,,,,,
OK,1952,7.0,7.0,,,384000.0,,,,
OK,1959,3.0,,,,,,,,
OK,1963,9.0,7.0,16860.0,0.0,,14180.0,865.0,1815.0,0.0
OK,1965,3.0,7.0,950.0,0.0,,875.0,50.0,25.0,0.0
OK,1946,12.0,7.0,,,,,,,
OK,1968,3.0,7.0,2570.0,,,2470.0,75.0,25.0,0.0
OK,1947,2.0,7.0,,,,,,,
OK,1942,4.0,7.0,,,359000.0,,,,
OK,1959,11.0,7.0,23280.0,0.0,,16420.0,1365.0,5495.0,0.0
OK,1961,6.0,7.0,27785.0,0.0,,17935.0,4750.0,5100.0,0.0
OK,1959,2.0,,,,,,,,
OK,1959,10.0,7.0,21125.0,0.0,659000.0,14052.0,1753.0,5320.0,0.0
OK,1973,10.0,7.0,,,270000.0,,,,
OK,1944,10.0,7.0,,,516000.0,,,,
OK,1946,11.0,7.0,,,,,,,
OK,1955,6.0,7.0,20285.0,0.0,,17130.0,1150.0,1010.0,0.0
OK,1957,5.0,7.0,8241.0,0.0,,7720.0,0.0,0.0,0.0
OK,1961,1.0,7.0,,,120000.0,,,,
OK,1950,4.0,7.0,,,257000.0,,,,
OK,1947,9.0,7.0,,,,,,,
OK,1950,1.0,7.0,,,93000.0,,,,
OK,1962,2.0,,,,,,,,
OK,1967,8.0,7.0,17835.0,,,15350.0,1455.0,1030.0,0.0
OK,1964,3.0,7.0,1400.0,0.0,,1285.0,5.0,110.0,0.0
OK,1952,4.0,7.0,,,229000.0,,,,
OK,1964,8.0,7.0,12760.0,0.0,,11510.0,625.0,625.0,0.0
OK,1970,7.0,7.0,,,285000.0,12770.0,660.0,435.0,
OK,1945,2.0,7.0,,,,,,,
OK,1960,2.0,,,,,,,,
OK,1944,1.0,7.0,,,292000.0,,,,
OK,1973,6.0,7.0,,,,10415.0,2085.0,3175.0,
OK,1971,6.0,7.0,,,,8855.0,1920.0,2045.0,
OK,1969,2.0,7.0,2440.0,,,2340.0,50.0,50.0,0.0
OK,1960,4.0,7.0,,,238000.0,,,,
OK,1956,7.0,7.0,4982.0,0.0,360000.0,4300.0,60.0,20.0,0.0
OK,1953,5.0,7.0,4667.0,0.0,,4667.0,0.0,0.0,
OK,1968,4.0,7.0,,,137000.0,4830.0,155.0,165.0,
OK,1972,8.0,7.0,,,,8825.0,500.0,390.0,
OK,1954,11.0,7.0,3757.0,0.0,,3165.0,25.0,120.0,0.0
OK,1945,11.0,7.0,,,,,,,1209.0
OK,1965,2.0,7.0,700.0,0.0,,685.0,10.0,5.0,0.0
OK,1955,9.0,7.0,11507.0,0.0,,9845.0,1025.0,165.0,0.0
OK,1966,3.0,7.0,1350.0,0.0,,1350.0,0.0,0.0,0.0
OK,1958,12.0,7.0,4125.0,0.0,,2545.0,150.0,950.0,0.0
OK,1965,11.0,7.0,15125.0,0.0,,11945.0,1060.0,2120.0,0.0
OK,1960,3.0,,,,,,,,
OK,1945,5.0,7.0,,,,,,,898.0
OK,1965,4.0,7.0,4125.0,0.0,159000.0,4055.0,60.0,10.0,0.0
OK,1947,3.0,7.0,,,,,,,
OK,1944,3.0,7.0,,,,,,,
OK,1947,8.0,7.0,,,,,,,
OK,1960,6.0,7.0,26100.0,0.0,,14735.0,4600.0,6765.0,0.0
OK,1948,1.0,7.0,,,254000.0,,,,
OK,1943,1.0,7.0,,,301000.0,,,,
OK,1969,8.0,7.0,,,,11125.0,945.0,440.0,
OK,1961,10.0,7.0,34125.0,0.0,686000.0,18800.0,4805.0,10520.0,0.0
OK,1943,5.0,7.0,,,,,,,
OK,1960,10.0,7.0,34875.0,0.0,662000.0,24010.0,2865.0,8000.0,0.0
OK,1965,9.0,7.0,12910.0,0.0,,9745.0,2305.0,860.0,0.0
OK,1946,5.0,7.0,,,,,,,
OK,1960,7.0,7.0,18330.0,0.0,438000.0,14975.0,2975.0,380.0,0.0
OK,1947,11.0,7.0,,,,,,,
OK,1944,2.0,7.0,,,,,,,
OK,1962,11.0,7.0,20120.0,0.0,,14365.0,1425.0,4330.0,0.0
OK,1956,8.0,7.0,4106.0,0.0,,3385.0,200.0,125.0,0.0
OK,1946,1.0,7.0,,,211000.0,,,,
OK,1961,2.0,,,,,,,,
OK,1966,12.0,7.0,5975.0,,,5535.0,315.0,125.0,0.0
OK,1954,7.0,7.0,4691.0,0.0,370000.0,4128.0,275.0,10.0,0.0
OK,1963,10.0,7.0,21380.0,0.0,561000.0,16035.0,1720.0,3625.0,0.0
OK,1946,7.0,7.0,,,492000.0,,,,
OK,1958,2.0,,,,,,,,
OK,1947,4.0,7.0,,,276000.0,,,,
OK,1945,4.0,7.0,,,295000.0,,,,
OK,1973,5.0,7.0,,,,10385.0,685.0,250.0,
OK,1961,11.0,7.0,31840.0,0.0,,18235.0,3260.0,10345.0,0.0
OK,1970,12.0,7.0,6010.0,,,5920.0,65.0,25.0,0.0
OK,1958,7.0,7.0,9456.0,0.0,330000.0,6695.0,1250.0,595.0,0.0
OK,1942,7.0,7.0,,,603000.0,,,,
OK,1963,7.0,7.0,14605.0,0.0,377000.0,11280.0,1940.0,1385.0,0.0
OK,1962,4.0,7.0,,,242000.0,,,,
OK,1971,3.0,7.0,3680.0,,,3520.0,110.0,50.0,0.0
OK,1971,9.0,7.0,11060.0,,,9035.0,1380.0,645.0,0.0
OK,1971,11.0,7.0,8145.0,,,7600.0,275.0,270.0,0.0
OK,1961,12.0,,,,,,,,
OK,1953,7.0,7.0,,,351000.0,,,,
OK,1959,9.0,7.0,18957.0,0.0,,13685.0,1650.0,3622.0,0.0
OK,1968,7.0,7.0,,,231000.0,16960.0,1495.0,800.0,
OK,1956,5.0,7.0,10535.0,0.0,,7921.0,1480.0,240.0,0.0
OK,1970,6.0,7.0,21370.0,,,11575.0,4145.0,5650.0,0.0
OK,1967,1.0,7.0,820.0,,94000.0,795.0,25.0,0.0,0.0
OK,1973,1.0,7.0,4005.0,,82000.0,3715.0,205.0,85.0,0.0
OK,1966,1.0,7.0,3140.0,0.0,96000.0,2865.0,0.0,275.0,0.0
OK,1946,8.0,7.0,,,,,,,
OK,1959,12.0,7.0,5845.0,0.0,,3295.0,300.0,2250.0,0.0
OK,1966,7.0,7.0,15870.0,0.0,309000.0,13400.0,1760.0,710.0,0.0
OK,1954,8.0,7.0,2960.0,0.0,,2285.0,385.0,25.0,0.0
OK,1957,12.0,,,,,,,,
OK,1971,10.0,7.0,9780.0,,230000.0,8685.0,785.0,310.0,0.0
OK,1962,7.0,7.0,19410.0,0.0,466000.0,15600.0,2860.0,950.0,0.0
OK,1968,10.0,7.0,14935.0,,313000.0,13525.0,800.0,610.0,0.0
OK,1963,5.0,7.0,13930.0,0.0,,11180.0,1690.0,1060.0,0.0
OK,1960,12.0,,,,,,,,
OK,1967,5.0,7.0,14215.0,,,12170.0,1700.0,345.0,0.0
OK,1974,10.0,7.0,,,,,,,
OK,1967,4.0,7.0,4325.0,,155000.0,3760.0,250.0,315.0,0.0
OK,1969,3.0,7.0,3955.0,,,3815.0,70.0,70.0,0.0
OK,1951,4.0,7.0,,,234000.0,,,,
OK,1971,5.0,7.0,,,,8845.0,305.0,190.0,
OK,1956,10.0,7.0,16733.0,0.0,479000.0,11255.0,2940.0,1990.0,0.0
OK,1958,9.0,7.0,14385.0,0.0,,11345.0,1145.0,1215.0,0.0
OK,1946,2.0,7.0,,,,,,,
OK,1971,2.0,7.0,3685.0,,,3575.0,60.0,50.0,0.0
OK,1962,3.0,,,,,,,,
OK,1973,9.0,,,,,,,,
OK,1955,7.0,7.0,9452.0,0.0,347000.0,7174.0,1425.0,350.0,0.0
OK,1972,2.0,7.0,3300.0,,,3285.0,15.0,0.0,0.0
OK,1970,10.0,7.0,9455.0,,278000.0,8535.0,660.0,260.0,0.0
OK,1967,7.0,7.0,18920.0,,261000.0,16310.0,1785.0,825.0,0.0
OK,1966,5.0,7.0,13900.0,0.0,,12455.0,1000.0,445.0,0.0
OK,1968,11.0,7.0,13470.0,,,12295.0,740.0,435.0,0.0
OK,1954,9.0,7.0,8550.0,0.0,,7891.0,435.0,0.0,0.0
OK,1962,12.0,7.0,9575.0,0.0,,7735.0,230.0,1610.0,0.0
OK,1973,11.0,,,,,,,,
OK,1966,6.0,7.0,23350.0,0.0,,13415.0,3805.0,6130.0,0.0
OK,1972,3.0,7.0,4645.0,,,4285.0,225.0,135.0,0.0
OK,1943,7.0,7.0,,,549000.0,,,,
OK,1943,8.0,7.0,,,,,,,
OK,1964,5.0,7.0,13575.0,0.0,,12130.0,850.0,595.0,0.0
OK,1962,1.0,7.0,,,137000.0,,,,
OK,1964,12.0,7.0,8530.0,0.0,,7315.0,240.0,975.0,0.0
OK,1970,3.0,,,,,,,,
OK,1947,10.0,7.0,,,439000.0,,,,
OK,1944,5.0,7.0,,,,,,,
OK,1962,9.0,7.0,17630.0,0.0,,13370.0,1540.0,2720.0,0.0
OK,1957,4.0,7.0,2568.0,0.0,178000.0,2033.0,0.0,0.0,0.0
OK,1973,12.0,,,,,,,,
OK,1951,10.0,7.0,,,658000.0,,,,
OK,1958,11.0,7.0,16405.0,0.0,,9500.0,3020.0,3260.0,0.0
OK,1973,2.0,7.0,3930.0,,,3715.0,125.0,90.0,0.0
OK,1973,7.0,7.0,,,234000.0,11305.0,1025.0,355.0,
OK,1966,9.0,7.0,13700.0,,,11995.0,1005.0,700.0,0.0
OK,1969,11.0,7.0,11425.0,,,10755.0,505.0,165.0,0.0
OK,1968,8.0,7.0,,,,12550.0,1100.0,580.0,
OK,1967,11.0,,,,,,,,
OK,1970,2.0,,,,,,,,
OK,1948,10.0,7.0,,,555000.0,,,,
OK,1945,7.0,7.0,,,438000.0,,,,1539.0
OK,1966,10.0,7.0,15870.0,,340000.0,12860.0,1180.0,1830.0,0.0
OK,1966,8.0,7.0,14460.0,0.0,,12425.0,1635.0,400.0,0.0
OK,1967,10.0,7.0,11170.0,,263000.0,10410.0,485.0,275.0,0.0
OK,1954,4.0,7.0,,,174000.0,,,,
OK,1974,7.0,7.0,,,,,,,
OK,1945,10.0,7.0,,,442000.0,,,,1101.0
OK,1942,1.0,7.0,,,290000.0,,,,
OK,1969,6.0,7.0,20070.0,,,10665.0,3580.0,5825.0,0.0
OK,1968,12.0,7.0,11020.0,,,10340.0,535.0,145.0,0.0
OK,1966,11.0,7.0,10622.0,,,9665.0,565.0,392.0,0.0
OK,1965,12.0,7.0,9615.0,0.0,,8275.0,615.0,725.0,0.0
OK,1965,8.0,7.0,13255.0,0.0,,10955.0,1325.0,975.0,0.0
OK,1964,11.0,7.0,14865.0,0.0,,10455.0,1070.0,3340.0,0.0
OK,1960,11.0,7.0,27560.0,0.0,,17730.0,2100.0,7730.0,0.0
OK,1955,11.0,7.0,12977.0,0.0,,10393.0,1100.0,1075.0,0.0
OK,1945,9.0,7.0,,,,,,,626.0
OK,1964,7.0,7.0,19355.0,0.0,398000.0,15080.0,2095.0,2180.0,0.0
OK,1945,1.0,7.0,,,217000.0,,,,
OK,1955,10.0,7.0,21739.0,0.0,533000.0,17060.0,2700.0,1450.0,0.0
OK,1961,8.0,7.0,14395.0,0.0,,10434.0,1685.0,2276.0,0.0
OK,1965,1.0,7.0,3210.0,0.0,103000.0,2920.0,60.0,230.0,0.0
OK,1955,4.0,7.0,1556.0,0.0,168000.0,1102.0,0.0,0.0,0.0
OK,1972,11.0,7.0,6205.0,,,5635.0,255.0,315.0,0.0
OK,1972,10.0,7.0,8805.0,,270000.0,8085.0,355.0,365.0,0.0
OK,1966,2.0,7.0,825.0,0.0,,825.0,0.0,0.0,0.0
OK,1972,4.0,7.0,,,162000.0,4570.0,330.0,310.0,
OK,1969,10.0,7.0,12055.0,,289000.0,10860.0,395.0,800.0,0.0
OK,1945,3.0,7.0,,,,,,,
OK,1972,9.0,7.0,10175.0,,,8260.0,1200.0,715.0,0.0
OK,1961,7.0,7.0,15720.0,0.0,456000.0,11980.0,1230.0,2510.0,0.0
OK,1972,7.0,7.0,,,237000.0,10485.0,395.0,315.0,
OK,1969,7.0,7.0,,,262000.0,12875.0,990.0,480.0,
OK,1944,9.0,7.0,,,,,,,
OK,1944,4.0,7.0,,,267000.0,,,,
OK,1943,11.0,7.0,,,,,,,
OK,1957,11.0,7.0,14042.0,0.0,,7460.0,1785.0,4230.0,0.0
OK,1947,12.0,7.0,,,,,,,
OK,1967,6.0,7.0,23390.0,,,15215.0,3985.0,4190.0,0.0
OK,1950,10.0,7.0,,,751000.0,,,,
OK,1971,12.0,7.0,4615.0,,,4140.0,315.0,160.0,0.0
OK,1947,5.0,7.0,,,,,,,
OK,1958,5.0,7.0,5831.0,0.0,,5253.0,0.0,70.0,0.0
OK,1971,1.0,7.0,3210.0,,69000.0,3190.0,20.0,0.0,0.0
OK,1965,10.0,7.0,16370.0,0.0,388000.0,12655.0,920.0,2795.0,0.0
OR,1956,11.0,9.0,5360.0,0.0,,2060.0,40.0,260.0,0.0
OR,1943,6.0,9.0,,2010.0,,,,,
OR,1963,10.0,9.0,8685.0,0.0,378000.0,5695.0,425.0,2565.0,0.0
OR,1947,2.0,9.0,,72.0,,,,,72.0
OR,1971,5.0,9.0,,,,6300.0,475.0,1015.0,
OR,1957,11.0,9.0,3510.0,0.0,,1350.0,55.0,70.0,0.0
OR,1961,6.0,9.0,62186.0,0.0,,48704.0,3413.0,10069.0,0.0
OR,1954,1.0,9.0,,,183000.0,,,,
OR,1971,11.0,9.0,3400.0,,,3270.0,45.0,85.0,0.0
OR,1966,4.0,9.0,5255.0,0.0,178000.0,3855.0,560.0,840.0,0.0
OR,1960,9.0,9.0,20759.0,349.0,,12532.0,999.0,6879.0,349.0
OR,1972,7.0,9.0,,,364000.0,21335.0,1565.0,2870.0,
OR,1966,2.0,9.0,,,,,,,
OR,1968,6.0,9.0,,,,50310.0,1850.0,10200.0,
OR,1945,11.0,9.0,,425.0,,,,,430.0
OR,1962,12.0,9.0,,,,,,,
OR,1969,3.0,9.0,3260.0,,,2760.0,235.0,265.0,0.0
OR,1947,3.0,9.0,,60.0,,,,,60.0
OR,1953,3.0,9.0,,0.0,,1165.0,262.0,263.0,
OR,1944,6.0,9.0,,3018.0,,,,,
OR,1946,8.0,9.0,,2504.0,,,,,2504.0
OR,1973,11.0,,,,,,,,
OR,1958,11.0,9.0,5686.0,0.0,,1990.0,30.0,125.0,0.0
OR,1944,8.0,9.0,,4156.0,,,,,
OR,1951,1.0,9.0,,,114000.0,,,,
OR,1968,5.0,9.0,,,,4390.0,270.0,3070.0,
OR,1966,11.0,9.0,1965.0,,,1870.0,20.0,75.0,0.0
OR,1945,3.0,9.0,,740.0,,,,,
OR,1964,8.0,9.0,61195.0,0.0,,45605.0,2565.0,13025.0,0.0
OR,1951,4.0,9.0,,,162000.0,,,,
OR,1961,7.0,9.0,33509.0,0.0,430000.0,21587.0,2504.0,9418.0,0.0
OR,1970,7.0,9.0,,,361000.0,27675.0,1280.0,7345.0,
OR,1962,5.0,9.0,7415.0,0.0,,3920.0,250.0,3245.0,0.0
OR,1962,9.0,9.0,23467.0,237.0,,16235.0,885.0,6110.0,237.0
OR,1973,3.0,9.0,4080.0,,,3065.0,595.0,420.0,0.0
OR,1944,3.0,9.0,,263.0,,,,,
OR,1953,1.0,9.0,,,122000.0,,,,
OR,1945,10.0,9.0,,1886.0,336000.0,,,,2594.0
OR,1945,2.0,9.0,,458.0,,,,,
